	CH1 Voltage	CH1 Current	CH1 Time	CH2 Voltage	CH2 Current	CH2 Time
1,1,1	0.00000E+000	-35.50000E-012	9.27900E-003	0.00000E+000	4.56600E-006	9.27900E-003
1,1,2	0.00000E+000	-25.20000E-012	177.87500E-003	42.00000E-003	-5.61000E-006	177.87500E-003
1,1,3	-100.00000E-009	-33.40000E-012	346.12700E-003	84.00000E-003	-10.86700E-006	346.12700E-003
1,1,4	0.00000E+000	-9.50000E-012	514.38500E-003	126.00000E-003	-14.62100E-006	514.38500E-003
1,1,5	0.00000E+000	-11.70000E-012	704.96300E-003	168.00000E-003	12.90500E-006	704.96300E-003
1,1,6	0.00000E+000	-38.00000E-012	873.22200E-003	210.00000E-003	14.42500E-006	873.22200E-003
1,1,7	0.00000E+000	-38.50000E-012	1.04149E+000	252.00000E-003	10.95800E-006	1.04149E+000
1,1,8	0.00000E+000	-24.00000E-012	1.22091E+000	294.00000E-003	10.03900E-006	1.22091E+000
1,1,9	0.00000E+000	-38.40000E-012	1.38916E+000	336.00000E-003	14.72900E-006	1.38916E+000
1,1,10	0.00000E+000	-47.00000E-012	1.55743E+000	378.00000E-003	13.06700E-006	1.55743E+000
1,1,11	0.00000E+000	-36.20000E-012	1.72573E+000	420.00000E-003	6.48500E-006	1.72573E+000
1,1,12	0.00000E+000	-46.40000E-012	1.89398E+000	462.00000E-003	-1.48200E-006	1.89398E+000
1,1,13	0.00000E+000	-37.50000E-012	2.06225E+000	504.00000E-003	-9.25600E-006	2.06225E+000
1,1,14	0.00000E+000	-36.80000E-012	2.23055E+000	546.00000E-003	-13.66300E-006	2.23055E+000
1,1,15	0.00000E+000	-32.60000E-012	2.39880E+000	588.00000E-003	-13.75900E-006	2.39880E+000
1,1,16	0.00000E+000	-29.00000E-012	2.56708E+000	630.00000E-003	-8.72900E-006	2.56708E+000
1,1,17	0.00000E+000	-24.90000E-012	2.73538E+000	672.00000E-003	-1.26800E-006	2.73538E+000
1,1,18	0.00000E+000	-23.80000E-012	2.90365E+000	714.00000E-003	8.07500E-006	2.90365E+000
1,1,19	0.00000E+000	-21.70000E-012	3.07188E+000	756.00000E-003	12.51000E-006	3.07188E+000
1,1,20	0.00000E+000	-13.90000E-012	3.24017E+000	798.00000E-003	14.42800E-006	3.24017E+000
1,1,21	0.00000E+000	-10.90000E-012	3.40844E+000	840.00000E-003	11.43600E-006	3.40844E+000
1,1,22	0.00000E+000	-2.40000E-012	3.57668E+000	882.00000E-003	3.57200E-006	3.57668E+000
1,1,23	0.00000E+000	24.10000E-012	3.74517E+000	924.00000E-003	-6.44900E-006	3.74517E+000
1,1,24	0.00000E+000	-14.60000E-012	3.91345E+000	966.00000E-003	-11.36600E-006	3.91345E+000
1,1,25	0.00000E+000	-24.70000E-012	4.08169E+000	1.00800E+000	-14.44100E-006	4.08169E+000
1,1,26	0.00000E+000	-24.40000E-012	4.24998E+000	1.05000E+000	-12.41600E-006	4.24998E+000
1,1,27	0.00000E+000	-19.40000E-012	4.41826E+000	1.09200E+000	-4.54600E-006	4.41826E+000
1,1,28	0.00000E+000	-22.50000E-012	4.58655E+000	1.13400E+000	4.09700E-006	4.58655E+000
1,1,29	0.00000E+000	-19.70000E-012	4.75483E+000	1.17600E+000	10.12400E-006	4.75483E+000
1,1,30	0.00000E+000	-18.50000E-012	4.92312E+000	1.21800E+000	14.67000E-006	4.92312E+000
1,1,31	0.00000E+000	-14.30000E-012	5.09134E+000	1.26000E+000	13.12400E-006	5.09134E+000
1,1,32	0.00000E+000	-9.10000E-012	5.25962E+000	1.30200E+000	6.75000E-006	5.25962E+000
1,1,33	0.00000E+000	-10.80000E-012	5.42789E+000	1.34400E+000	-1.21100E-006	5.42789E+000
1,1,34	0.00000E+000	-14.80000E-012	5.59615E+000	1.38600E+000	-9.19700E-006	5.59615E+000
1,1,35	0.00000E+000	-19.00000E-012	5.76443E+000	1.42800E+000	-13.64800E-006	5.76443E+000
1,1,36	0.00000E+000	-12.10000E-012	5.93270E+000	1.47000E+000	-13.95400E-006	5.93270E+000
1,1,37	0.00000E+000	-10.00000E-012	6.10101E+000	1.51200E+000	-8.87700E-006	6.10101E+000
1,1,38	0.00000E+000	-16.50000E-012	6.26930E+000	1.55400E+000	-1.63600E-006	6.26930E+000
1,1,39	0.00000E+000	-17.90000E-012	6.43757E+000	1.59600E+000	7.72500E-006	6.43757E+000
1,1,40	0.00000E+000	-15.30000E-012	6.60587E+000	1.63800E+000	12.38800E-006	6.60587E+000
1,1,41	0.00000E+000	-5.20000E-012	6.77414E+000	1.68000E+000	14.54700E-006	6.77414E+000
1,1,42	0.00000E+000	11.50000E-012	6.94241E+000	1.72200E+000	11.88500E-006	6.94241E+000
1,1,43	0.00000E+000	9.80000E-012	7.11068E+000	1.76400E+000	3.68600E-006	7.11068E+000
1,1,44	0.00000E+000	12.20000E-012	7.27897E+000	1.80600E+000	-4.74900E-006	7.27897E+000
1,1,45	0.00000E+000	-7.90000E-012	7.44722E+000	1.84800E+000	-10.29000E-006	7.44722E+000
1,1,46	0.00000E+000	-15.80000E-012	7.61549E+000	1.89000E+000	-14.81500E-006	7.61549E+000
1,1,47	0.00000E+000	-1.50000E-012	7.78377E+000	1.93200E+000	-12.78100E-006	7.78377E+000
1,1,48	0.00000E+000	10.10000E-012	7.95224E+000	1.97400E+000	-5.22200E-006	7.95224E+000
1,1,49	0.00000E+000	13.20000E-012	8.12077E+000	2.01600E+000	4.59400E-006	8.12077E+000
1,1,50	0.00000E+000	25.10000E-012	8.28904E+000	2.05800E+000	10.16800E-006	8.28904E+000
1,1,51	0.00000E+000	49.70000E-012	8.45728E+000	2.10000E+000	14.88800E-006	8.45728E+000
1,1,52	0.00000E+000	47.40000E-012	8.62558E+000	2.14190E+000	12.65700E-006	8.62558E+000
1,1,53	0.00000E+000	9.50000E-012	8.79386E+000	2.18400E+000	6.36800E-006	8.79386E+000
1,1,54	0.00000E+000	30.40000E-012	8.96209E+000	2.22600E+000	-1.46500E-006	8.96209E+000
1,1,55	0.00000E+000	24.50000E-012	9.13036E+000	2.26800E+000	-9.24500E-006	9.13036E+000
1,1,56	0.00000E+000	19.70000E-012	9.29865E+000	2.31000E+000	-13.60900E-006	9.29865E+000
1,1,57	0.00000E+000	15.10000E-012	9.46691E+000	2.35200E+000	-13.72300E-006	9.46691E+000
1,1,58	0.00000E+000	-8.90000E-012	9.63518E+000	2.39400E+000	-9.02800E-006	9.63518E+000
1,1,59	0.00000E+000	-600.00000E-015	9.80347E+000	2.43600E+000	-1.65700E-006	9.80347E+000
1,1,60	0.00000E+000	2.80000E-012	9.97177E+000	2.47800E+000	7.73200E-006	9.97177E+000
1,1,61	0.00000E+000	3.70000E-012	10.14003E+000	2.52000E+000	12.13300E-006	10.14003E+000
1,1,62	0.00000E+000	6.10000E-012	10.30831E+000	2.56200E+000	14.32000E-006	10.30831E+000
1,1,63	0.00000E+000	5.90000E-012	10.47655E+000	2.60400E+000	12.20100E-006	10.47655E+000
1,1,64	0.00000E+000	13.10000E-012	10.64483E+000	2.64600E+000	4.06200E-006	10.64483E+000
1,1,65	0.00000E+000	10.20000E-012	10.81311E+000	2.68800E+000	-4.42800E-006	10.81311E+000
1,1,66	0.00000E+000	10.10000E-012	10.98138E+000	2.73000E+000	-10.08600E-006	10.98138E+000
1,1,67	0.00000E+000	12.00000E-012	11.14961E+000	2.77200E+000	-14.69400E-006	11.14961E+000
1,1,68	0.00000E+000	44.90000E-012	11.31819E+000	2.81400E+000	-12.53900E-006	11.31819E+000
1,1,69	0.00000E+000	15.40000E-012	11.48644E+000	2.85600E+000	-5.40900E-006	11.48644E+000
1,1,70	0.00000E+000	15.30000E-012	11.65484E+000	2.89800E+000	3.59800E-006	11.65484E+000
1,1,71	0.00000E+000	18.20000E-012	11.82314E+000	2.94000E+000	10.02400E-006	11.82314E+000
1,1,72	0.00000E+000	16.00000E-012	11.99140E+000	2.98200E+000	14.26200E-006	11.99140E+000
1,1,73	0.00000E+000	23.90000E-012	12.15965E+000	3.02400E+000	13.42900E-006	12.15965E+000
1,1,74	0.00000E+000	34.40000E-012	12.32792E+000	3.06600E+000	7.27600E-006	12.32792E+000
1,1,75	0.00000E+000	14.60000E-012	12.49619E+000	3.10800E+000	-103.00000E-009	12.49619E+000
1,1,76	0.00000E+000	1.00000E-012	12.66444E+000	3.15000E+000	-8.60800E-006	12.66444E+000
1,1,77	0.00000E+000	-1.10000E-012	12.83272E+000	3.19200E+000	-13.22900E-006	12.83272E+000
1,1,78	0.00000E+000	12.00000E-012	13.00099E+000	3.23400E+000	-14.59800E-006	13.00099E+000
1,1,79	0.00000E+000	26.90000E-012	13.16925E+000	3.27600E+000	-10.47000E-006	13.16925E+000
1,1,80	0.00000E+000	38.50000E-012	13.33752E+000	3.31800E+000	-2.74700E-006	13.33752E+000
1,1,81	0.00000E+000	42.00000E-012	13.50578E+000	3.36000E+000	5.99300E-006	13.50578E+000
1,1,82	0.00000E+000	26.00000E-012	13.67404E+000	3.40200E+000	10.95300E-006	13.67404E+000
1,1,83	0.00000E+000	30.10000E-012	13.84233E+000	3.44400E+000	14.68400E-006	13.84233E+000
1,1,84	0.00000E+000	36.20000E-012	14.01058E+000	3.48600E+000	12.45500E-006	14.01058E+000
1,1,85	0.00000E+000	31.30000E-012	14.17895E+000	3.52800E+000	5.31300E-006	14.17895E+000
1,1,86	0.00000E+000	27.50000E-012	14.34722E+000	3.57000E+000	-3.15800E-006	14.34722E+000
1,1,87	0.00000E+000	23.30000E-012	14.51549E+000	3.61200E+000	-9.95100E-006	14.51549E+000
1,1,88	0.00000E+000	27.50000E-012	14.68378E+000	3.65400E+000	-14.17900E-006	14.68378E+000
1,1,89	0.00000E+000	28.60000E-012	14.85216E+000	3.69600E+000	-13.40300E-006	14.85216E+000
1,1,90	0.00000E+000	24.80000E-012	15.02043E+000	3.73800E+000	-6.94600E-006	15.02043E+000
1,1,91	0.00000E+000	27.10000E-012	15.18871E+000	3.78000E+000	682.00000E-009	15.18871E+000
1,1,92	0.00000E+000	30.50000E-012	15.35698E+000	3.82200E+000	9.06800E-006	15.35698E+000
1,1,93	0.00000E+000	33.20000E-012	15.52525E+000	3.86400E+000	13.52400E-006	15.52525E+000
1,1,94	0.00000E+000	32.60000E-012	15.69351E+000	3.90600E+000	14.16600E-006	15.69351E+000
1,1,95	0.00000E+000	32.60000E-012	15.86187E+000	3.94800E+000	9.32300E-006	15.86187E+000
1,1,96	0.00000E+000	30.60000E-012	16.03025E+000	3.99000E+000	1.58700E-006	16.03025E+000
1,1,97	0.00000E+000	32.50000E-012	16.19852E+000	4.03200E+000	-7.59300E-006	16.19852E+000
1,1,98	0.00000E+000	36.90000E-012	16.36683E+000	4.07400E+000	-12.37700E-006	16.36683E+000
1,1,99	0.00000E+000	44.50000E-012	16.53510E+000	4.11600E+000	-14.40000E-006	16.53510E+000
1,1,100	0.00000E+000	51.30000E-012	16.70337E+000	4.15800E+000	-11.88400E-006	16.70337E+000
1,1,101	0.00000E+000	36.10000E-012	16.87171E+000	4.20000E+000	-3.43600E-006	16.87171E+000
1,1,102	0.00000E+000	40.30000E-012	17.03996E+000	4.24200E+000	4.85800E-006	17.03996E+000
1,1,103	0.00000E+000	42.30000E-012	17.20823E+000	4.28400E+000	10.50000E-006	17.20823E+000
1,1,104	0.00000E+000	43.30000E-012	17.37672E+000	4.32600E+000	14.53100E-006	17.37672E+000
1,1,105	0.00000E+000	-4.70000E-012	17.54500E+000	4.36800E+000	12.37100E-006	17.54500E+000
1,1,106	0.00000E+000	48.70000E-012	17.73647E+000	4.41000E+000	-12.78500E-006	17.73647E+000
1,1,107	0.00000E+000	48.10000E-012	17.90472E+000	4.45200E+000	-6.05500E-006	17.90472E+000
1,1,108	0.00000E+000	53.20000E-012	18.07298E+000	4.49400E+000	1.79000E-006	18.07298E+000
1,1,109	0.00000E+000	54.80000E-012	18.24634E+000	4.53600E+000	6.91500E-006	18.24634E+000
1,1,110	0.00000E+000	49.60000E-012	18.41460E+000	4.57800E+000	-780.00000E-009	18.41460E+000
1,1,111	0.00000E+000	48.50000E-012	18.58292E+000	4.62000E+000	-9.18100E-006	18.58292E+000
1,1,112	0.00000E+000	54.60000E-012	18.75138E+000	4.66200E+000	-13.77800E-006	18.75138E+000
1,1,113	0.00000E+000	59.00000E-012	18.91963E+000	4.70400E+000	-13.66600E-006	18.91963E+000
1,1,114	0.00000E+000	74.70000E-012	19.08789E+000	4.74600E+000	-8.77100E-006	19.08789E+000
1,1,115	0.00000E+000	57.30000E-012	19.25628E+000	4.78800E+000	-845.00000E-009	19.25628E+000
1,1,116	0.00000E+000	64.40000E-012	19.42453E+000	4.83000E+000	8.08700E-006	19.42453E+000
1,1,117	0.00000E+000	56.30000E-012	19.59281E+000	4.87200E+000	12.62100E-006	19.59281E+000
1,1,118	0.00000E+000	58.80000E-012	19.76111E+000	4.91400E+000	14.38800E-006	19.76111E+000
1,1,119	0.00000E+000	51.50000E-012	19.92937E+000	4.95600E+000	11.69000E-006	19.92937E+000
1,1,120	0.00000E+000	107.10000E-012	20.09764E+000	4.99800E+000	3.68900E-006	20.09764E+000
1,1,121	0.00000E+000	54.00000E-012	20.26593E+000	5.04000E+000	-4.81700E-006	20.26593E+000
1,1,122	0.00000E+000	54.80000E-012	20.43417E+000	5.08200E+000	-10.31900E-006	20.43417E+000
1,1,123	0.00000E+000	56.30000E-012	20.60247E+000	5.12400E+000	-14.64100E-006	20.60247E+000
1,1,124	0.00000E+000	60.80000E-012	20.77078E+000	5.16600E+000	-12.57700E-006	20.77078E+000
1,1,125	0.00000E+000	60.80000E-012	20.93904E+000	5.20800E+000	-5.95600E-006	20.93904E+000
1,1,126	0.00000E+000	65.10000E-012	21.10727E+000	5.25000E+000	1.84200E-006	21.10727E+000
1,1,127	0.00000E+000	62.30000E-012	21.27557E+000	5.29200E+000	9.42300E-006	21.27557E+000
1,1,128	0.00000E+000	70.80000E-012	21.44383E+000	5.33400E+000	13.67300E-006	21.44383E+000
1,1,129	0.00000E+000	71.30000E-012	21.61206E+000	5.37600E+000	13.85900E-006	21.61206E+000
1,1,130	0.00000E+000	73.50000E-012	21.78093E+000	5.41800E+000	6.39600E-006	21.78093E+000
1,1,131	0.00000E+000	56.20000E-012	21.94920E+000	5.46000E+000	-1.57000E-006	21.94920E+000
1,1,132	0.00000E+000	65.60000E-012	22.11747E+000	5.50200E+000	-9.32300E-006	22.11747E+000
1,1,133	0.00000E+000	81.20000E-012	22.28582E+000	5.54400E+000	-13.67000E-006	22.28582E+000
1,1,134	0.00000E+000	80.90000E-012	22.45408E+000	5.58590E+000	-13.57300E-006	22.45408E+000
1,1,135	0.00000E+000	75.60000E-012	22.62240E+000	5.62800E+000	-8.75300E-006	22.62240E+000
1,1,136	0.00000E+000	81.40000E-012	22.79068E+000	5.67000E+000	-1.45000E-006	22.79068E+000
1,1,137	0.00000E+000	83.80000E-012	22.95894E+000	5.71200E+000	7.74200E-006	22.95894E+000
1,1,138	0.00000E+000	89.00000E-012	23.12721E+000	5.75400E+000	11.74500E-006	23.12721E+000
1,1,139	0.00000E+000	83.90000E-012	23.29549E+000	5.79600E+000	14.31900E-006	23.29549E+000
1,1,140	0.00000E+000	73.40000E-012	23.46374E+000	5.83800E+000	12.35600E-006	23.46374E+000
1,1,141	0.00000E+000	86.30000E-012	23.63200E+000	5.88000E+000	4.62200E-006	23.63200E+000
1,1,142	0.00000E+000	83.70000E-012	23.80028E+000	5.92200E+000	-3.87900E-006	23.80028E+000
1,1,143	0.00000E+000	82.20000E-012	23.96855E+000	5.96400E+000	-9.97700E-006	23.96855E+000
1,1,144	0.00000E+000	88.90000E-012	24.13679E+000	6.00600E+000	-14.65000E-006	24.13679E+000
1,1,145	0.00000E+000	90.10000E-012	24.30508E+000	6.04800E+000	-13.42700E-006	24.30508E+000
1,1,146	0.00000E+000	77.90000E-012	24.47335E+000	6.09000E+000	-6.89300E-006	24.47335E+000
1,1,147	0.00000E+000	89.60000E-012	24.64181E+000	6.13200E+000	1.73900E-006	24.64181E+000
1,1,148	0.00000E+000	93.40000E-012	24.81011E+000	6.17400E+000	9.46200E-006	24.81011E+000
1,1,149	0.00000E+000	84.40000E-012	24.97837E+000	6.21600E+000	13.68800E-006	24.97837E+000
1,1,150	0.00000E+000	78.40000E-012	25.14661E+000	6.25800E+000	13.78400E-006	25.14661E+000
1,1,151	0.00000E+000	80.00000E-012	25.31490E+000	6.30000E+000	9.21300E-006	25.31490E+000
1,1,152	0.00000E+000	87.60000E-012	25.48316E+000	6.34200E+000	1.94700E-006	25.48316E+000
1,1,153	0.00000E+000	87.70000E-012	25.65140E+000	6.38400E+000	-6.94500E-006	25.65140E+000
1,1,154	0.00000E+000	90.60000E-012	25.81968E+000	6.42600E+000	-11.54600E-006	25.81968E+000
1,1,155	0.00000E+000	95.40000E-012	25.98795E+000	6.46790E+000	-14.33000E-006	25.98795E+000
1,1,156	0.00000E+000	95.60000E-012	26.15632E+000	6.51000E+000	-12.26500E-006	26.15632E+000
1,1,157	0.00000E+000	82.50000E-012	26.32460E+000	6.55200E+000	-4.08000E-006	26.32460E+000
1,1,158	0.00000E+000	87.60000E-012	26.49287E+000	6.59400E+000	4.24500E-006	26.49287E+000
1,1,159	0.00000E+000	88.10000E-012	26.66115E+000	6.63600E+000	10.12800E-006	26.66115E+000
1,1,160	0.00000E+000	90.30000E-012	26.82941E+000	6.67800E+000	14.66800E-006	26.82941E+000
1,1,161	0.00000E+000	89.40000E-012	26.99784E+000	6.72000E+000	12.63300E-006	26.99784E+000
1,1,162	0.00000E+000	96.70000E-012	27.16608E+000	6.76200E+000	6.40100E-006	27.16608E+000
1,1,163	0.00000E+000	98.20000E-012	27.33435E+000	6.80400E+000	-1.52700E-006	27.33435E+000
1,1,164	0.00000E+000	96.80000E-012	27.50262E+000	6.84600E+000	-9.34500E-006	27.50262E+000
1,1,165	0.00000E+000	97.50000E-012	27.67088E+000	6.88800E+000	-13.58100E-006	27.67088E+000
1,1,166	0.00000E+000	100.60000E-012	27.83917E+000	6.93000E+000	-13.80800E-006	27.83917E+000
1,1,167	0.00000E+000	94.60000E-012	28.00742E+000	6.97200E+000	-9.22800E-006	28.00742E+000
1,1,168	0.00000E+000	95.80000E-012	28.17568E+000	7.01400E+000	-2.13400E-006	28.17568E+000
1,1,169	0.00000E+000	97.10000E-012	28.34397E+000	7.05600E+000	7.11500E-006	28.34397E+000
1,1,170	0.00000E+000	94.80000E-012	28.51222E+000	7.09800E+000	11.49400E-006	28.51222E+000
1,1,171	0.00000E+000	92.60000E-012	28.68048E+000	7.14000E+000	14.39600E-006	28.68048E+000
1,1,172	0.00000E+000	95.40000E-012	28.84899E+000	7.18200E+000	11.75100E-006	28.84899E+000
1,1,173	0.00000E+000	93.50000E-012	29.01736E+000	7.22400E+000	3.26000E-006	29.01736E+000
1,1,174	0.00000E+000	92.60000E-012	29.18562E+000	7.26600E+000	-5.31200E-006	29.18562E+000
1,1,175	0.00000E+000	97.30000E-012	29.35392E+000	7.30800E+000	-10.73500E-006	29.35392E+000
1,1,176	0.00000E+000	97.20000E-012	29.52216E+000	7.35000E+000	-14.82700E-006	29.52216E+000
1,1,177	0.00000E+000	106.20000E-012	29.69043E+000	7.39200E+000	-12.57100E-006	29.69043E+000
1,1,178	0.00000E+000	105.50000E-012	29.85873E+000	7.43400E+000	-5.73900E-006	29.85873E+000
1,1,179	0.00000E+000	102.70000E-012	30.02727E+000	7.47600E+000	3.67400E-006	30.02727E+000
1,1,180	0.00000E+000	119.60000E-012	30.19553E+000	7.51800E+000	10.03900E-006	30.19553E+000
1,1,181	0.00000E+000	115.30000E-012	30.36383E+000	7.56000E+000	14.26000E-006	30.36383E+000
1,1,182	0.00000E+000	99.50000E-012	30.53209E+000	7.60200E+000	13.49600E-006	30.53209E+000
1,1,183	0.00000E+000	96.90000E-012	30.70035E+000	7.64400E+000	7.38300E-006	30.70035E+000
1,1,184	0.00000E+000	99.30000E-012	30.86865E+000	7.68600E+000	-284.00000E-009	30.86865E+000
1,1,185	0.00000E+000	105.90000E-012	31.03689E+000	7.72800E+000	-8.70800E-006	31.03689E+000
1,1,186	0.00000E+000	103.20000E-012	31.20514E+000	7.77000E+000	-13.14300E-006	31.20514E+000
1,1,187	0.00000E+000	106.40000E-012	31.37345E+000	7.81200E+000	-14.31800E-006	31.37345E+000
1,1,188	0.00000E+000	108.10000E-012	31.54169E+000	7.85400E+000	-10.74600E-006	31.54169E+000
1,1,189	0.00000E+000	110.80000E-012	31.70995E+000	7.89600E+000	-3.01600E-006	31.70995E+000
1,1,190	0.00000E+000	109.20000E-012	31.87824E+000	7.93800E+000	5.64300E-006	31.87824E+000
1,1,191	2.20000E-006	911.50000E-012	32.04649E+000	7.98000E+000	10.66000E-006	32.04649E+000
1,1,192	1.00000E-006	201.50000E-012	32.21476E+000	8.02200E+000	14.91500E-006	32.21476E+000
1,1,193	0.00000E+000	119.10000E-012	32.38307E+000	8.06400E+000	12.44500E-006	32.38307E+000
1,1,194	0.00000E+000	112.40000E-012	32.55133E+000	8.10600E+000	5.93800E-006	32.55133E+000
1,1,195	0.00000E+000	93.60000E-012	32.71959E+000	8.14800E+000	-1.96100E-006	32.71959E+000
1,1,196	0.00000E+000	115.90000E-012	32.88789E+000	8.19000E+000	-9.48900E-006	32.88789E+000
1,1,197	0.00000E+000	130.20000E-012	33.05614E+000	8.23200E+000	-13.78000E-006	33.05614E+000
1,1,198	0.00000E+000	123.90000E-012	33.22440E+000	8.27400E+000	-13.63900E-006	33.22440E+000
1,1,199	0.00000E+000	120.00000E-012	33.39269E+000	8.31600E+000	-8.74500E-006	33.39269E+000
1,1,200	0.00000E+000	118.60000E-012	33.56097E+000	8.35800E+000	-1.61000E-006	33.56097E+000
1,1,201	0.00000E+000	116.70000E-012	33.72920E+000	8.39990E+000	7.39800E-006	33.72920E+000
1,1,202	0.00000E+000	123.10000E-012	33.89749E+000	8.44200E+000	11.87100E-006	33.89749E+000
1,1,203	0.00000E+000	128.30000E-012	34.06575E+000	8.48400E+000	14.42000E-006	34.06575E+000
1,1,204	0.00000E+000	129.40000E-012	34.23401E+000	8.52600E+000	12.27900E-006	34.23401E+000
1,1,205	0.00000E+000	123.70000E-012	34.40228E+000	8.56800E+000	4.64700E-006	34.40228E+000
1,1,206	0.00000E+000	123.80000E-012	34.57055E+000	8.61000E+000	-3.73300E-006	34.57055E+000
1,1,207	0.00000E+000	127.00000E-012	34.73882E+000	8.65200E+000	-9.98400E-006	34.73882E+000
1,1,208	0.00000E+000	126.60000E-012	34.90711E+000	8.69400E+000	-14.47300E-006	34.90711E+000
1,1,209	0.00000E+000	132.80000E-012	35.07538E+000	8.73600E+000	-13.35900E-006	35.07538E+000
1,1,210	0.00000E+000	135.70000E-012	35.24367E+000	8.77800E+000	-6.81600E-006	35.24367E+000
1,1,211	0.00000E+000	146.40000E-012	35.41195E+000	8.82000E+000	695.00000E-009	35.41195E+000
1,1,212	0.00000E+000	134.30000E-012	35.58020E+000	8.86200E+000	9.07600E-006	35.58020E+000
1,1,213	0.00000E+000	137.50000E-012	35.77190E+000	8.90400E+000	-8.83000E-006	35.77190E+000
1,1,214	0.00000E+000	138.20000E-012	35.94014E+000	8.94600E+000	-13.26900E-006	35.94014E+000
1,1,215	-100.00000E-009	132.50000E-012	36.10839E+000	8.98800E+000	-14.31900E-006	36.10839E+000
1,1,216	0.00000E+000	143.50000E-012	36.28158E+000	9.02990E+000	11.89500E-006	36.28158E+000
1,1,217	0.00000E+000	143.80000E-012	36.44984E+000	9.07200E+000	14.33700E-006	36.44984E+000
1,1,218	0.00000E+000	148.60000E-012	36.61815E+000	9.11400E+000	12.26000E-006	36.61815E+000
1,1,219	0.00000E+000	150.00000E-012	36.78666E+000	9.15600E+000	3.16200E-006	36.78666E+000
1,1,220	0.00000E+000	149.70000E-012	36.95492E+000	9.19800E+000	-5.28800E-006	36.95492E+000
1,1,221	0.00000E+000	150.10000E-012	37.12319E+000	9.24000E+000	-11.81800E-006	37.12319E+000
1,1,222	0.00000E+000	152.90000E-012	37.29161E+000	9.28200E+000	-14.59000E-006	37.29161E+000
1,1,223	0.00000E+000	155.40000E-012	37.45986E+000	9.32400E+000	-12.59700E-006	37.45986E+000
1,1,224	0.00000E+000	160.10000E-012	37.62813E+000	9.36600E+000	-5.23500E-006	37.62813E+000
1,1,225	0.00000E+000	158.60000E-012	37.79648E+000	9.40800E+000	3.46400E-006	37.79648E+000
1,1,226	0.00000E+000	161.40000E-012	37.96475E+000	9.45000E+000	9.92000E-006	37.96475E+000
1,1,227	0.00000E+000	164.10000E-012	38.13301E+000	9.49200E+000	14.08600E-006	38.13301E+000
1,1,228	0.00000E+000	159.30000E-012	38.30133E+000	9.53400E+000	13.31700E-006	38.30133E+000
1,1,229	0.00000E+000	165.10000E-012	38.46957E+000	9.57600E+000	7.38900E-006	38.46957E+000
1,1,230	0.00000E+000	166.30000E-012	38.63785E+000	9.61800E+000	-32.00000E-009	38.63785E+000
1,1,231	0.00000E+000	173.80000E-012	38.80613E+000	9.66000E+000	-8.76900E-006	38.80613E+000
1,1,232	0.00000E+000	172.80000E-012	38.97438E+000	9.70200E+000	-13.21400E-006	38.97438E+000
1,1,233	0.00000E+000	175.30000E-012	39.14264E+000	9.74400E+000	-14.28800E-006	39.14264E+000
1,1,234	0.00000E+000	178.00000E-012	39.31094E+000	9.78600E+000	-10.36300E-006	39.31094E+000
1,1,235	0.00000E+000	181.20000E-012	39.47922E+000	9.82800E+000	-2.67500E-006	39.47922E+000
1,1,236	0.00000E+000	184.40000E-012	39.64746E+000	9.87000E+000	6.09000E-006	39.64746E+000
1,1,237	0.00000E+000	183.10000E-012	39.81575E+000	9.91200E+000	11.01200E-006	39.81575E+000
1,1,238	0.00000E+000	191.00000E-012	39.98401E+000	9.95400E+000	14.55200E-006	39.98401E+000
1,1,239	0.00000E+000	196.30000E-012	40.15226E+000	9.99600E+000	12.49200E-006	40.15226E+000
1,1,240	0.00000E+000	192.40000E-012	40.32051E+000	10.03800E+000	5.55600E-006	40.32051E+000
1,1,241	0.00000E+000	196.50000E-012	40.48879E+000	10.08000E+000	-2.74500E-006	40.48879E+000
1,1,242	0.00000E+000	198.90000E-012	40.65707E+000	10.12200E+000	-9.78800E-006	40.65707E+000
1,1,243	0.00000E+000	203.50000E-012	40.82534E+000	10.16400E+000	-13.91500E-006	40.82534E+000
1,1,244	0.00000E+000	203.50000E-012	40.99363E+000	10.20600E+000	-13.71100E-006	40.99363E+000
1,1,245	0.00000E+000	206.00000E-012	41.16187E+000	10.24800E+000	-7.86900E-006	41.16187E+000
1,1,246	0.00000E+000	209.70000E-012	41.33014E+000	10.29000E+000	-482.00000E-009	41.33014E+000
1,1,247	0.00000E+000	210.80000E-012	41.49842E+000	10.33200E+000	8.61100E-006	41.49842E+000
1,1,248	0.00000E+000	212.10000E-012	41.66669E+000	10.37400E+000	13.07400E-006	41.66669E+000
1,1,249	0.00000E+000	214.90000E-012	41.83497E+000	10.41600E+000	14.32000E-006	41.83497E+000
1,1,250	0.00000E+000	220.70000E-012	42.00323E+000	10.45800E+000	10.98600E-006	42.00323E+000
1,1,251	0.00000E+000	229.00000E-012	42.17146E+000	10.50000E+000	3.26300E-006	42.17146E+000
1,1,252	0.00000E+000	237.90000E-012	42.33975E+000	10.54200E+000	-5.42700E-006	42.33975E+000
1,1,253	0.00000E+000	240.50000E-012	42.50802E+000	10.58400E+000	-10.64900E-006	42.50802E+000
1,1,254	0.00000E+000	231.60000E-012	42.67628E+000	10.62600E+000	-14.81000E-006	42.67628E+000
1,1,255	0.00000E+000	244.40000E-012	42.84457E+000	10.66800E+000	-12.61400E-006	42.84457E+000
